Offer_Price,Total_Shares,QIB,HNI,RII,Issue_Size,Ipo_Success,,
1333.73,1093500,572828,241012,279660,1458433755,1,,
1376.21,2829996,1044282,387583,1398131,3894668795,1,,
228.72,2017425,1176791,515056,325578,461425446,0,,
249.57,1759939,733156,213871,812912,439227976.2,1,,
1436.36,3508241,1548587,552911,1406743,5039097043,1,,
438.92,1472612,533704,210642,728266,646358859,1,,
391.92,1629508,732839,220055,676614,638636775.4,1,,
760.64,993760,550495,278439,164826,755893606.4,1,,
433.21,1865319,758281,455608,651430,808074844,1,,
596.52,2472863,1101154,250905,1120804,1475112237,1,,
225.2,4609676,2688714,481034,1439928,1038099035,1,,
1255.99,2720956,1223459,703486,794011,3417493526,0,,
489.6,1215683,444966,302346,468371,595198396.8,1,,
1157.45,4184209,2016878,956113,1211218,4843012707,0,,
982.58,4858844,1486190,857892,2514762,4774202938,1,,
53.88,3154514,1683450,776094,694970,169965214.3,1,,
790.66,286713,136063,53035,97615,226692500.6,1,,
1103.53,866639,438070,236324,192245,956362135.7,1,,
440.89,3393194,1302966,671057,1419171,1496025303,0,,
419.04,1808857,1080317,263826,464714,757983437.3,1,,
1040.16,4972026,1541111,810876,2620039,5171702564,1,,
240.68,2636182,1026153,771094,838935,634476283.8,1,,
323.47,2533535,1459412,376835,697288,819522566.5,1,,
882.84,239950,74556,34721,130673,211837458,1,,
1449.56,4350155,2142204,905577,1302374,6305810682,0,,
921.98,632827,362604,159560,110663,583453837.5,0,,
1487.08,3621253,1102063,527868,1991322,5385092911,1,,
1029.77,4461281,2074861,771201,1615219,4594093335,1,,
51.91,4558621,1644127,1068060,1846434,236638016.1,1,,
705.67,3089196,1720226,821031,547939,2179952941,0,,
1333.22,516846,294509,63044,159293,689069424.1,1,,
976.43,3120612,1617983,661364,841265,3047059175,1,,
499.41,3142718,1583322,788588,770808,1569504796,1,,
1226.77,4222235,1525658,865665,1830912,5179711231,0,,
186.8,3281159,1165156,824714,1291289,612920501.2,0,,
248.35,2867217,1638721,514902,713594,712073341.9,1,,
159.65,3869269,1791639,441887,1635743,617728795.9,1,,
1197.57,2190534,1150981,443433,596120,2623317802,1,,
339.17,559933,217314,167597,175022,189912475.6,0,,
533.77,1355909,434834,382815,538260,723743546.9,0,,
990.85,1931448,586274,337961,1007213,1913775251,1,,
789.43,2846008,1088763,651021,1106224,2246724095,1,,
1311.97,3397890,1641776,981309,774805,4457929743,1,,
198.55,4814074,1885716,516860,2411498,955834392.7,1,,
495.15,3993660,1231160,432014,2330486,1977460749,1,,
1382.29,4309154,1688833,885589,1734732,5956500483,1,,
67.53,2144084,1198206,626095,319783,144789992.5,0,,
170.68,4816284,1611624,730143,2474517,822043353.1,1,,
1173.9,197054,117054,38115,41885,231321690.6,1,,
261.96,623601,225490,147017,251094,163358518,1,,
1092.74,4516875,2125568,1052232,1339075,4935769988,1,,
394.68,514922,230425,86965,197532,203229415,0,,
1102.81,303802,121071,50399,132332,335035883.6,0,,
597.48,2625254,847178,268690,1509386,1568536760,1,,
625.04,811395,307488,150975,352932,507154330.8,1,,
1485.78,1224827,582632,342386,299809,1819823460,1,,
218.25,1826308,594022,194001,1038285,398591721,1,,
1259.28,354434,154018,57577,142839,446331647.5,0,,
787.09,3673379,1139883,449166,2084330,2891279877,1,,
103.56,3762810,1713896,658329,1390585,389676603.6,1,,
1438.67,801964,309840,217440,274684,1153761548,1,,
279.81,2099003,965057,282158,851788,587322029.4,0,,
1352.71,4184765,1707647,631003,1846115,5660773463,1,,
1333.97,700031,349517,159458,191056,933820353.1,1,,
1022,1266464,600160,209496,456808,1294326208,1,,
399.66,4433809,2538878,1141516,753415,1772016105,1,,
1418.08,4420409,1652665,455190,2312554,6268493595,1,,
965.82,2563649,1302750,306730,954169,2476023477,1,,
130.78,3590327,1831078,826739,932510,469542965.1,1,,
1193.79,3783868,2262369,414689,1106810,4517143780,1,,
1236.93,1233364,642283,172418,418663,1525584933,1,,
141.87,4881730,2720645,1378291,782794,692571035.1,1,,
636.27,4877714,2775842,1462422,639450,3103543087,1,,
494.56,926626,546939,276687,103000,458272154.6,1,,
500.03,218214,72135,33253,112826,109113546.4,0,,
1112.38,1086170,524314,296083,265773,1208233785,1,,
398.55,4081772,2007930,965800,1108042,1626790231,1,,
756.88,1748267,836144,208020,704103,1323228327,1,,
532.32,745798,374213,167439,204146,397003191.4,1,,
266.37,489410,274592,57167,157651,130364141.7,1,,
1330.9,3489542,1487228,805631,1196683,4644231448,1,,
908.48,3508511,1639677,899893,968941,3187412073,1,,
411.55,4978266,2634194,1052300,1291772,2048805372,1,,
744.63,4148570,2005650,823298,1319622,3089149679,1,,
286.75,2420804,1448593,699023,273188,694165547,1,,
679.47,4199766,1957875,1111851,1130040,2853615004,0,,
1265.49,4620512,1626908,946585,2047019,5847211731,1,,
574.89,2631534,944635,645300,1041599,1512842581,1,,
453.57,2338369,762704,387607,1188058,1060614027,1,,
1231.92,4820319,2863278,1104491,852550,5938247382,1,,
1420.2,2338344,980890,265931,1091523,3320916149,1,,
1418.96,3917453,2004659,789513,1123281,5558709109,1,,
1280.96,364305,207740,66460,90105,466660132.8,1,,
275.71,3305577,1227005,411443,1667129,911380634.7,1,,
203.43,4653815,2357431,656881,1639503,946725585.5,1,,
917.9,3946055,2123748,1159565,662742,3622083885,1,,
1196.85,4133543,2127853,1131356,874334,4947230940,1,,
1491.54,3536537,1718379,958500,859658,5274886397,1,,
1038.04,3288124,1943450,545704,798970,3413204237,1,,
519.51,2740698,1528283,789292,423123,1423820018,1,,
208.15,4618788,2068304,812752,1737732,961400722.2,1,,
129.12,4313836,1990179,595221,1728436,557002504.3,0,,
412.15,2447729,1360726,508707,578296,1008831507,1,,
1198.09,2983415,1409047,894353,680015,3574399677,1,,
207.87,3396121,1713216,621334,1061571,705951672.3,1,,
954.76,4198143,1485192,496499,2216452,4008219011,1,,
644.2,2435566,1127932,590801,716833,1568991617,1,,
807.64,658054,250437,116068,291549,531470732.6,1,,
514.42,2966186,919966,753621,1292599,1525865402,1,,
1102.28,1690086,777212,226689,686185,1862947996,1,,
1303.86,2830086,917399,811960,1100727,3690035932,0,,
887.74,4156181,1826313,974417,1355451,3689608121,0,,
1036.41,3889186,1282884,1010634,1595668,4030791262,1,,
1318.45,2048260,1079844,576793,391623,2700528397,1,,
691,536567,241287,137387,157893,370767797,1,,
1133.6,2017798,1198727,526366,292705,2287375813,0,,
1063.45,231315,96028,41611,93676,245991936.8,1,,
1140.22,3534417,1687623,1005766,841028,4030012952,1,,
934.51,2855803,1625753,602612,627438,2668776462,0,,
1140.54,2115723,932783,416128,766812,2413066710,0,,
607.18,2167827,1151683,630939,385205,1316261198,0,,
333.82,3689726,1333996,942085,1413645,1231704333,1,,
1406.86,4956677,2510176,765768,1680733,6973350604,1,,
882.28,1443121,525250,397153,520718,1273236796,1,,
827.04,1113193,652016,267146,194031,920655138.7,1,,
958.26,2568944,1055643,600837,912464,2461716277,1,,
326.85,652997,281111,91535,280351,213432069.5,1,,
879.37,3322389,1947885,704916,669588,2921609215,1,,
255.11,1328916,710938,324743,293235,339019760.8,1,,
1439.63,1022706,533545,107055,382106,1472318239,1,,
53.95,3607059,1577101,999318,1030640,194600833.1,0,,
243.72,921530,351319,271054,299157,224595291.6,1,,
1324.16,899648,449643,140922,309083,1191277896,1,,
1415.98,4286999,1457485,568036,2261478,6070304844,1,,
1195.58,1321585,515386,382035,424164,1580060594,1,,
141.77,675441,387909,180494,107038,95757270.57,1,,
885.86,1508286,477009,434161,597116,1336130236,1,,
1354.28,1703880,914003,359635,430242,2307530606,0,,
386.01,4333061,1662676,892937,1777448,1672604877,0,,
907.67,4172822,1890095,1234500,1048227,3787545345,1,,
1437.38,4635637,2482599,813587,1339451,6663171911,0,,
1272.23,3663994,1168975,695552,1799467,4661443087,1,,
1427.12,3713778,1208842,516672,1988264,5300006859,1,,
215.53,2694824,1473085,387334,834405,580815416.7,1,,
753.03,2546294,1253175,536543,756576,1917435771,1,,
849.02,4879467,1513633,703185,2662649,4142765072,1,,
1403.46,4278666,2429566,1191407,657693,6004936584,1,,
832.82,2078330,1002579,545869,529882,1730874791,1,,
327.28,2322991,699185,549756,1074050,760268494.5,1,,
1095.79,281696,142172,83633,55891,308679659.8,1,,
1320.04,3021800,1152508,823540,1045752,3988896872,1,,
425.88,1462688,456268,208659,797761,622929565.4,1,,
583.35,4404508,1438136,1204540,1761832,2569369742,1,,
304.99,3956323,1286050,1005532,1664741,1206638952,1,,
1473.95,4917389,2440389,785325,1691675,7247985517,1,,
517.77,3101219,994165,454631,1652423,1605718162,1,,
885.73,1629706,533212,275373,821121,1443479495,1,,
654.93,535874,213548,152325,170001,350959958.8,1,,
955.63,4106395,1463353,605877,2037165,3924194254,1,,
380.46,808954,472405,125981,210568,307774638.8,1,,
596.22,2575411,1497204,519442,558765,1535511546,1,,
768.25,567430,335446,88093,143891,435928097.5,1,,
85.36,2217863,834831,499047,883985,189316785.7,0,,
201.85,1609610,594624,400660,614326,324899778.5,1,,
1021.06,379366,142244,73828,163294,387355448,1,,
1028.08,3818693,1775706,657841,1385146,3925921899,1,,
1124.83,1987940,619911,511145,856884,2236094550,1,,
1410.92,3358659,1848147,367156,1143356,4738799156,0,,
1460.16,3546558,1651524,476217,1418817,5178542129,1,,
172.26,982975,339112,220250,423613,169327273.5,1,,
213.41,3124660,1756659,620346,747655,666833690.6,1,,
228.17,2392598,1169055,545482,678061,545919085.7,1,,
1027.15,2254051,1092317,277907,883827,2315248485,1,,
517.09,2280214,1359817,617982,302415,1179075857,0,,
1359.94,2747953,832258,668134,1247561,3737051203,1,,
405.05,1418821,486913,148827,783081,574693446.1,0,,
1057.5,3676113,1761522,773261,1141330,3887489498,0,,
1238.44,1322103,706663,243459,371981,1637345239,1,,
230.29,189399,108207,19360,61832,43616695.71,1,,
1240.59,4345142,1451908,1246259,1646975,5390539714,1,,
282.78,4837151,2836532,736061,1264558,1367849560,1,,
417.11,4167994,2241753,1087433,838808,1738511977,1,,
1322.64,4685982,1963502,847205,1875275,6197867232,1,,
65.5,4981002,2741423,1208024,1031555,326255631,1,,
123.04,4771582,1562717,811974,2396891,587095449.3,1,,
337.59,4585175,2211374,620568,1753233,1547909228,1,,
994.47,3073359,1542998,820723,709638,3056363325,0,,
1476.43,4398229,1404790,933387,2060052,6493677242,1,,
606.27,4666205,1690840,839273,2136092,2828980105,1,,
601.46,2632025,1552414,567945,511666,1583057757,1,,
1094.04,3006493,1058436,813188,1134869,3289223602,1,,
710.09,2722363,923539,704748,1094076,1933122743,1,,
344.11,2995791,1776169,837661,381961,1030881641,1,,
1383.01,2932075,993234,796461,1142380,4055089046,0,,
761.76,1224815,611216,196248,417351,933015074.4,0,,
358.33,629565,292335,104884,232346,225592026.5,1,,
1398.7,4698301,2753662,870707,1073932,6571513609,1,,
764.57,221095,105524,65601,49970,169042604.2,1,,
592.3,195219,60005,51517,83697,115628213.7,0,,
1155.2,161514,60415,32511,68588,186580972.8,1,,
1362.33,1752711,916028,388342,448341,2387770777,1,,
425.47,4027271,1330116,677416,2019739,1713482992,1,,
1198.19,1711451,706121,272022,733308,2050643474,0,,
602.07,1736320,984153,249019,503148,1045386182,1,,
1131.36,712783,381111,205447,126225,806414174.9,1,,
334.6,1217317,710628,263930,242759,407314268.2,1,,
173.26,2201476,1167454,602541,431481,381427731.8,1,,
80.91,658946,253053,187059,218834,53315320.86,1,,
495.68,654472,303823,159527,191122,324408681,1,,
989.46,1228470,536749,310082,381639,1215521926,1,,
406.96,4401182,1486500,1212690,1701992,1791105027,1,,
1163.37,2878022,1640167,749399,488456,3348204454,1,,
286.21,3947164,1403494,1137573,1406097,1129717808,1,,
1322.94,589576,259919,144544,185113,779973673.4,1,,
396.04,1092215,554638,121612,415965,432560828.6,1,,
1376.29,533267,234489,91467,207311,733930039.4,1,,
1395.51,3755636,1679814,794542,1281280,5241027594,0,,
763.28,4024707,2349205,629110,1046392,3071978359,1,,
1279.75,2627766,997050,437275,1193441,3362883539,1,,
1360.99,2896309,956898,463709,1475702,3941847586,1,,
1125.15,499522,153977,123008,222537,562037178.3,1,,
961.06,176439,83249,34505,58685,169568465.3,1,,
1449.12,1344819,490224,217641,636954,1948804109,1,,
480.88,1165286,466893,260727,437666,560362731.7,1,,
746.79,3595091,1669090,1020836,905165,2684778008,1,,
260.27,4553533,2129888,664522,1759123,1185148034,1,,
768.52,4089537,2277143,498677,1313717,3142890975,1,,
670.47,2653752,972560,791140,890052,1779261103,1,,
841.65,1616242,673004,233010,710228,1360310079,1,,
1354.24,3761889,1352007,731771,1678111,5094500559,1,,
1354.42,4215820,2005876,575314,1634630,5709990924,1,,
430.55,2557767,1145901,668681,743185,1101246582,1,,
823.86,1523002,863779,305257,353966,1254740428,1,,
785.13,1682641,688075,370153,624413,1321091928,0,,
791.5,4419948,1512168,1315836,1591944,3498388842,1,,
662.6,632001,363762,170854,97385,418763862.6,1,,
504.98,818808,317737,98726,402345,413481663.8,0,,
1046.41,4792943,2277164,880362,1635417,5015383485,0,,
1334.06,3510332,1489008,441141,1580183,4682993508,1,,
1001.12,2380350,1132594,280627,967129,2383015992,1,,
1058.64,4466024,2141004,1007471,1317549,4727911647,1,,
1115.59,2321423,1021287,374143,925993,2589756285,1,,
1107.15,2410709,886391,556195,968123,2669016469,1,,
1315.09,4102357,1579786,523126,1999445,5394968667,1,,
320.06,2568827,1430578,750940,387309,822178769.6,1,,
66.99,754842,258056,146811,349975,50566865.58,1,,
680.15,3816065,1777483,612189,1426393,2595496610,1,,
281.09,3051792,1400467,765454,885871,857828213.3,1,,
376.73,758681,436417,92236,230028,285817893.1,1,,
741.05,645235,386344,136069,122822,478151396.8,0,,
1387.51,2758544,1186960,664044,907540,3827507385,1,,
951.41,4695513,1677989,1064788,1952736,4467358023,1,,
906.02,2950806,1663198,634614,652994,2673489252,1,,
1198.96,2886719,1121921,737125,1027673,3461060612,1,,
1010.22,3133908,1457611,355681,1320616,3165936540,1,,
357.26,3152088,1314703,732310,1105075,1126114959,1,,
795.91,4698356,2731247,721211,1245898,3739468524,1,,
268.5,695283,395330,169495,130458,186683485.5,1,,
395.28,4481705,2177836,465874,1837995,1771528352,0,,
359.58,1668316,651394,463006,553916,599893067.3,1,,
1403.27,3369245,1220318,854056,1294871,4727960431,1,,
445.05,1121868,619451,324771,177646,499287353.4,1,,
1010.21,3103075,1798592,396305,908178,3134757396,1,,
995.42,4219548,2294413,836271,1088864,4200222470,1,,
657.35,571026,173775,71785,325466,375363941.1,1,,
1262.33,4067759,2071952,677886,1317921,5134854218,1,,
1114.81,3018037,1746586,807746,463705,3364537828,1,,
977.46,4992436,1784626,1074748,2133062,4879906493,1,,
1093.45,936031,334232,169018,432781,1023503097,1,,
321.52,3933929,1303838,565481,2064610,1264836852,0,,
602.68,4790242,1625743,1185173,1979326,2886983049,1,,
1214.48,252834,117198,72197,63439,307061836.3,1,,
702.05,2931761,1288135,608486,1035140,2058242810,1,,
1193.93,3845481,2193172,423813,1228496,4591235130,1,,
1200.31,2968173,1657141,550656,760376,3562727734,1,,
155.38,3767005,1304310,556221,1906474,585317236.9,0,,
1072.41,3196683,1903078,568077,725528,3428154816,1,,
363.28,2915527,971545,423317,1520665,1059152649,1,,
1292.99,2657596,1010002,537500,1110094,3436245052,1,,
1262.7,1794767,997196,507420,290151,2266252291,1,,
924.15,1784644,595810,417847,770987,1649278753,1,,
993.66,3280063,1130954,936786,1212323,3259267401,1,,
579.11,1263367,654625,341456,267286,731628463.4,1,,
716.72,2014722,943562,267185,803975,1443991552,1,,
1015.4,3577524,1181006,830755,1565763,3632617870,0,,
1291.47,2307573,692791,547198,1067584,2980161302,1,,
492.01,2566931,1220848,310554,1035529,1262955721,1,,
821.55,2245158,762570,408380,1074208,1844509555,1,,
914.49,4563757,2216828,1065571,1281358,4173510139,1,,
571.06,4380697,2239299,462261,1679137,2501640829,0,,
499.16,742646,444990,101548,196108,370699177.4,0,,
706.66,1130537,601714,175618,353205,798905276.4,1,,
602.24,4380234,2463252,642236,1274746,2637952124,1,,
182.14,760840,328302,155772,276766,138579397.6,1,,
595.76,531814,296366,89978,145470,316833508.6,1,,
231.75,4555667,1722713,939203,1893751,1055775827,1,,
1010.32,1212865,643521,307326,262018,1225381767,0,,
1386.1,697287,256747,173915,266625,966509510.7,1,,
915.85,2561752,816343,660540,1084869,2346180569,1,,
109.99,1768786,739955,522968,505863,194548772.1,1,,
742.04,2670096,813602,548027,1308467,1981318036,0,,
456.9,4140350,1978348,748223,1413779,1891725915,1,,
850.74,1208399,617820,311621,278958,1028033365,0,,
859.95,2641979,1340407,550306,751266,2271969841,1,,
1117.49,1991103,639471,558510,793122,2225037691,1,,
245.53,3381910,1098438,1010792,1272680,830360362.3,1,,
1324.22,1821578,1002455,476807,342316,2412170019,1,,
639.02,2811421,1033982,437065,1340374,1796554247,1,,
252.41,1781424,598163,385431,797830,449649231.8,0,,
178.55,114155,65464,20273,28418,20382375.25,1,,
456.07,1187554,379061,234738,573755,541607752.8,1,,
1034.95,4733470,2526900,604198,1602372,4898904777,1,,
499.14,362293,179106,40081,143106,180834928,1,,
1002.38,4223864,2106183,763978,1353703,4233916796,1,,
216.78,3230973,1928725,741059,561189,700410326.9,1,,
981.61,3264776,1544512,776587,943677,3204736769,0,,
1193.39,3743787,1163370,791246,1789171,4467797968,1,,
1487.52,4695786,2487672,809473,1398641,6985075591,1,,
1205.41,2088933,982629,295207,811097,2518020728,0,,
186.52,2393238,994656,351193,1047389,446386751.8,1,,
1293.82,1399559,589719,311882,497958,1810777425,1,,
1342.11,2755319,1300191,523315,931813,3697941183,0,,
201.34,2448303,1079535,564005,804763,492941326,1,,
1097.41,3714863,1709644,742705,1262514,4076727805,1,,
622.07,4129308,1352694,579471,2197143,2568718628,1,,
1428.78,658796,372835,190536,95425,941274548.9,0,,
78.05,1484978,609225,313716,562037,115902532.9,1,,
810.65,2614039,1212891,301114,1100034,2119070715,0,,
1128.78,2667427,947988,453938,1265501,3010938249,1,,
145.89,1993171,636839,466410,889922,290783717.2,1,,
1023.03,1938528,925328,235113,778087,1983172300,1,,
813.23,3308830,1161165,667318,1480347,2690839821,0,,
839.5,4152733,1670411,674660,1807662,3486219354,1,,
1389.36,2993736,1648058,789529,556149,4159377049,1,,
1177.88,3189816,1420060,447487,1322269,3757220470,1,,
151.51,3705474,1255823,537154,1912497,561416365.7,1,,
1385.84,1185057,387347,239015,558695,1642299393,1,,
672.87,2706641,1243651,614355,848635,1821217530,1,,
931.64,3129596,1150087,383313,1596196,2915656817,1,,
1025.24,1558978,845693,293475,419810,1598326605,1,,
494.29,2301791,967397,259640,1074754,1137752273,1,,
886.73,1559959,618078,255330,686551,1383262444,1,,
757.39,4127382,1525409,1189845,1412128,3126037853,1,,
1061.61,977879,342940,209747,425192,1038126125,1,,
432.65,3258547,988209,504292,1766046,1409810360,0,,
828.25,794243,348320,145084,300839,657831764.8,1,,
456.57,2038611,1020590,586572,431449,930768624.3,1,,
340.46,277459,132463,74295,70701,94463691.14,1,,
198.79,2087748,930269,214357,943122,415023424.9,1,,
1404.86,4999291,2314998,500810,2183483,7023303954,1,,
641.8,2169774,1279695,240003,650076,1392560953,1,,
588.79,3670582,1181408,1079499,1409675,2161201976,1,,
269.27,710681,333185,186223,191273,191365072.9,1,,
382.35,2217253,943353,296503,977397,847766684.6,1,,
1432.78,2116974,933106,339920,843948,3033158008,1,,
770.74,308689,127968,91535,89186,237918959.9,1,,
894.46,727518,320404,198486,208628,650735750.3,1,,
281.76,2863295,1137248,332803,1393244,806761999.2,1,,
934.12,2647764,1374004,617549,656211,2473329308,1,,
398.63,3240880,1788930,636718,815232,1291911994,1,,
1355.9,180485,73373,41206,65906,244719611.5,1,,
1180.23,4369252,1911949,704226,1753077,5156722288,1,,
720.28,2321890,1004770,302621,1014499,1672410929,1,,
1359,3109515,1334042,357741,1417732,4225830885,0,,
1421.3,2907832,1359568,420156,1128108,4132901622,1,,
1297.25,2248017,1051081,429513,767423,2916240053,1,,
322.09,3276226,1484173,804803,987250,1055239632,1,,
181.65,820097,337520,161448,321129,148970620.1,1,,
681.69,847434,408975,93923,344536,577687283.5,1,,
564.7,2513711,1348613,501045,664053,1419492602,1,,
669.57,4705013,2016630,1346003,1342380,3150335554,1,,
856.55,182471,78675,24164,79632,156295535,1,,
1311.21,641453,269715,92238,279500,841079588.1,1,,
280.27,2718449,1252225,326692,1139532,761899701.2,1,,
872.98,3130953,1108861,440894,1581198,2733259350,1,,
253.71,126257,60024,37678,28555,32032663.47,0,,
514.76,4017244,2341437,496492,1179315,2067916521,1,,
120.52,4234857,2190637,1259167,785053,510384965.6,1,,
1208.46,2590434,1417018,330828,842588,3130435872,1,,
1097.63,1225110,613060,268424,343626,1344717489,1,,
339.44,2917538,1273321,655234,988983,990329098.7,1,,
1440.89,401427,172067,98902,130458,578412150,1,,
617.01,3220474,1570308,339608,1310558,1987064663,1,,
1241.1,1755397,744804,229948,780645,2178623217,0,,
482.78,2632111,962931,524842,1144338,1270730549,0,,
1154.35,3140993,1179503,836293,1125197,3625805270,1,,
1335.06,557404,327692,139844,89868,744167784.2,1,,
478.25,4158417,2174439,651839,1332139,1988762930,1,,
548.4,2766064,1302757,427189,1036118,1516909498,1,,
557.67,4522224,2175705,818812,1527707,2521908658,0,,
1127.39,1354109,563708,138691,651710,1526608946,1,,
1011.74,1114400,414499,163301,536600,1127483056,1,,
791.03,2567659,1097473,515916,954270,2031095299,1,,
926.05,4611473,1496838,1104262,2010373,4270454572,1,,
379.82,4333277,1499632,778545,2055100,1645865270,1,,
1361.65,382504,201239,67275,113990,520836571.6,1,,
1134.58,1108447,658359,119536,330552,1257621797,1,,
685.51,4209309,1839970,719837,1649502,2885523413,1,,
1359.16,3525631,1888949,1029536,607146,4791896630,1,,
1403.61,4558633,2315447,870737,1372449,6398542865,0,,
926.11,4316124,1322471,735804,2257849,3997205598,1,,
1151.22,266499,139215,46196,81088,306798978.8,1,,
689.91,4959799,1928294,1025429,2006076,3421814928,1,,
1263.45,2031851,1097743,356052,578056,2567142146,1,,
1405.92,4684951,2439736,751854,1493361,6586666310,1,,
791.23,3383087,1462593,947670,972824,2676799927,0,,
536.97,3441956,1455952,412621,1573383,1848227113,1,,
203.69,4373892,2179475,1008195,1186222,890918061.5,1,,
345.08,3517055,1385340,387631,1744084,1213665339,0,,
165.37,3113352,1591049,769212,753091,514855020.2,1,,
197.22,3974953,2017768,535897,1421288,783940230.7,1,,
1114.79,3383725,1089023,618364,1676338,3772142793,1,,
303.28,2407760,1360211,487690,559859,730225452.8,1,,
116.21,551956,295057,103611,153288,64142806.76,0,,
1212.17,4021373,2120821,700856,1199696,4874587709,1,,
821.18,2094356,1123284,351232,619840,1719843260,1,,
591.67,2557021,1048272,386454,1122295,1512912615,1,,
1060.01,1665838,606183,396974,662681,1765804938,1,,
375.12,610322,191502,107730,311090,228943988.6,1,,
1443.63,4911217,1496192,1113608,2301417,7089980198,1,,
380.36,439185,177941,70843,190401,167048406.6,1,,
1443.31,4365749,2181183,440525,1744041,6301129189,1,,
1469.65,1073651,566724,169219,337708,1577891192,1,,
1059.82,4414623,1675710,1271121,1467792,4678705748,1,,
309.13,2360160,1077940,671331,610889,729596260.8,1,,
1320.73,1634288,513055,365712,755521,2158453190,1,,
784.06,1964556,926235,199077,839244,1540329777,1,,
561.31,4002431,1447462,1172737,1382232,2246604545,1,,
1244.35,510681,274325,97573,138783,635465902.3,1,,
300.18,2317966,1085280,606681,626005,695807033.9,1,,
794.97,4163752,2479071,515009,1169672,3310057927,1,,
709.9,2859249,1132498,311751,1415000,2029780865,1,,
1146.71,4365408,2434754,938200,992454,5005857008,1,,
1246.6,1180010,605846,208531,365633,1471000466,1,,
1253.47,516318,186211,90166,239941,647189123.5,1,,
208.74,2838648,926367,457851,1454430,592539383.5,1,,
419.79,4682985,2143292,1279623,1260070,1965870273,1,,
1375.84,4976315,2017377,811698,2147240,6846613230,1,,
871.92,4956309,2110600,843941,2001768,4321504943,1,,
921.61,3255617,1040072,592539,1623006,3000409183,1,,
1086.86,943737,379055,258001,306681,1025709996,1,,
1425.76,3541859,1492141,499783,1549935,5049840888,1,,
189.1,4314218,2374982,861817,1077419,815818623.8,1,,
1292.2,4591319,2368419,928138,1294762,5932902412,1,,
288.92,1687226,838981,325847,522398,487473335.9,1,,
766.68,2969279,1409081,298685,1261513,2276486824,0,,
719.77,4371426,1891994,1011472,1467960,3146421292,1,,
290.76,2253955,984655,458792,810508,655359955.8,1,,
849.53,2501197,847021,500660,1153516,2124841887,0,,
1300.87,2065731,734046,530707,800978,2687247486,1,,
59.76,135771,42724,39689,53358,8113674.96,1,,
965.84,4061082,1760756,959373,1340953,3922355439,1,,
943.07,4521220,2241153,1042095,1237972,4263826945,1,,
1166.22,2822069,1409097,531924,881048,3291153309,1,,
757.2,4538578,2218093,566373,1754112,3436611262,1,,
253.68,1264275,477157,296625,490493,320721282,1,,
970.79,2934367,1542682,394072,997613,2848654140,0,,
386.13,782994,381649,231961,169384,302337473.2,1,,
63.35,3226099,1636837,409679,1179583,204373371.7,1,,
1309.81,4155668,1849075,1110665,1195928,5443135503,0,,
479.09,3743622,1205207,971379,1567036,1793531864,1,,
526.53,4632892,1472817,1211308,1948767,2439356625,1,,
1475.52,3005091,1274650,587688,1142753,4434071872,1,,
162.2,392541,199953,76750,115838,63670150.2,0,,
1064.91,1567042,693135,247007,626900,1668758696,1,,
962.92,1065772,480760,188106,396906,1026253174,1,,
805.05,4744833,2067353,1230648,1446832,3819827807,1,,
174.4,4141080,2345688,1014305,781087,722204352,1,,
147.75,1438832,736778,275227,426827,212587428,0,,
1255.7,4148680,1641074,1076891,1430715,5209497476,1,,
459.7,2400942,790517,490374,1120051,1103713037,0,,
630.91,3607678,1891712,614462,1101504,2276120127,1,,
649.82,447308,164363,80518,202427,290669684.6,0,,
908.03,2261642,1134049,473104,654489,2053638785,0,,
213.5,2108389,723395,430104,954890,450141051.5,1,,
1484.58,682981,302647,107145,273189,1013939933,1,,
279.23,2815096,1514468,839046,461582,786059256.1,1,,
1246.08,4091602,1555768,567865,1967969,5098463420,1,,
567.08,1557341,687680,216483,653178,883136934.3,1,,
924.88,1908752,946484,249365,712903,1765366550,1,,
932.2,4099247,1891902,771204,1436141,3821318053,1,,
1098.5,2488370,1432783,646009,409578,2733474445,1,,
1208.62,2272599,1047223,478997,746379,2746708603,1,,
524.08,1842788,793764,364862,684162,965768335,1,,
245.69,2638375,914904,751687,971784,648222353.8,1,,
1121.46,3316736,1405672,673078,1237986,3719586755,0,,
751.29,4254868,2389147,632883,1232838,3196639780,1,,
309.75,1735331,571803,197988,965540,537518777.3,1,,
1000.53,1695297,680394,286586,728317,1696195507,0,,
55.45,1050050,433640,249808,366602,58225272.5,1,,
1478.72,494176,192996,108750,192430,730747934.7,1,,
785.07,577458,210841,94578,272039,453344952.1,1,,
649.94,4154932,1786793,785424,1582715,2700456504,0,,
1335.16,4104376,2025904,1205366,873106,5479998660,1,,
1271.83,3218608,1893468,786815,538325,4093522213,0,,
811.41,4312794,1339937,1022755,1950102,3499444180,1,,
1205.14,921678,450429,128830,342419,1110751025,1,,
394.1,2139398,1010313,568090,560995,843136751.8,1,,
939.3,2577501,1457482,483887,636132,2421046689,1,,
712.13,2755238,1310330,356811,1088097,1962087637,1,,
1144.54,4901327,2906842,1358291,636194,5609764805,0,,
490.81,3168599,1205176,568969,1394454,1555180075,1,,
615.63,3782005,1395605,813005,1573395,2328315738,1,,
637.3,3224392,1798354,941803,484235,2054905022,1,,
677.41,3252237,1645168,620216,986853,2203097866,1,,
854.72,4820621,1866675,897799,2056147,4120281181,1,,
